home,home_abb,home_seed,home_score,away,away_abb,away_seed,away_score,location,innings,date,year,home_conf,away_conf
Dayton,DAY,NA,8,Richmond,RICH,NA,7,NA,11,2019-04-13,2019,Atlantic 10,Atlantic 10
Pittsburgh,PITT,NA,8,Wake Forest,WF,NA,20,NA,9,2019-04-13,2019,ACC,ACC
Cincinnati,UC,NA,8,UCF,UCF,NA,3,NA,9,2019-04-13,2019,AAC,AAC
Bowling Green,BG,NA,2,Miami (OH),MU,NA,15,NA,9,2019-04-13,2019,MAC,MAC
Kent St.,KENT,NA,4,Central Mich.,CMU,NA,7,NA,9,2019-04-13,2019,MAC,MAC
USC Upstate,USCU,NA,4,Presbyterian,PRES,NA,5,NA,9,2019-04-13,2019,Big South,Big South
Binghamton,BING,NA,6,Stony Brook,SB,NA,7,NA,10,2019-04-13,2019,America East,America East
Wright St.,WRST,NA,16,Oakland,OAK,NA,4,NA,9,2019-04-13,2019,Horizon,Horizon
Brown,BRWN,NA,4,Dartmouth,DART,NA,6,NA,9,2019-04-13,2019,Ivy League,Ivy League
Albany (NY),ALBY,NA,4,UMBC,UMBC,NA,3,NA,7,2019-04-13,2019,America East,America East
Ball St.,BSU,NA,5,Eastern Mich.,EMU,NA,7,NA,9,2019-04-13,2019,MAC,MAC
Dayton,DAY,NA,3,Richmond,RICH,NA,11,NA,9,2019-04-13,2019,Atlantic 10,Atlantic 10
Bowling Green,BG,NA,8,Miami (OH),MU,NA,10,NA,9,2019-04-13,2019,MAC,MAC
Florida A&M,FAMU,NA,6,Bethune-Cookman,BCU,NA,4,NA,9,2019-04-13,2019,MEAC,MEAC
Marist,MAR,NA,8,Canisius,CAN,NA,3,NA,7,2019-04-13,2019,MAAC,MAAC
Penn St.,PSU,NA,1,Nebraska,NEB,NA,3,NA,9,2019-04-13,2019,Big Ten,Big Ten
NC State,NCST,NA,2,Louisville,UL,NA,14,NA,9,2019-04-13,2019,ACC,ACC
UNC Asheville,UNCA,NA,3,Winthrop,WIN,NA,4,NA,9,2019-04-13,2019,Big South,Big South
Indiana,IU,NA,9,Evansville,EVAN,NA,3,NA,9,2019-04-13,2019,Big Ten,MVC
Pittsburgh,PITT,NA,6,Wake Forest,WF,NA,7,NA,9,2019-04-13,2019,ACC,ACC
Villanova,VU,NA,2,Georgetown,GTWN,NA,4,NA,9,2019-04-13,2019,Big East,Big East
Virginia,UVA,NA,1,Miami (FL),MIAM,NA,2,NA,9,2019-04-13,2019,ACC,ACC
Butler,BUT,NA,5,Creighton,CREI,NA,0,NA,9,2019-04-13,2019,Big East,Big East
Mercer,MER,NA,6,Western Caro.,WCU,NA,2,NA,9,2019-04-13,2019,SoCon,SoCon
Charlotte,CHAR,NA,4,Rice,RICE,NA,0,NA,9,2019-04-13,2019,C-USA,C-USA
Bucknell,BUCK,NA,3,Holy Cross,HC,NA,6,NA,9,2019-04-13,2019,Patriot,Patriot
Saint Peter's,SAIN,NA,2,Fairfield,FAIR,NA,8,NA,9,2019-04-13,2019,MAAC,MAAC
Notre Dame,ND,NA,4,North Carolina,UNC,NA,3,NA,9,2019-04-13,2019,ACC,ACC
Ohio St.,OSU,NA,2,Michigan,UM,NA,6,NA,9,2019-04-13,2019,Big Ten,Big Ten
Western Mich.,WMU,NA,6,Northern Ill.,NIU,NA,12,NA,9,2019-04-13,2019,MAC,MAC
Marshall,MRSH,NA,11,Western Ky.,WKU,NA,16,NA,9,2019-04-13,2019,C-USA,C-USA
Purdue,PUR,NA,3,Iowa,IOWA,NA,6,NA,9,2019-04-13,2019,Big Ten,Big Ten
Iona,IONA,NA,4,Rider,RID,NA,2,NA,7,2019-04-13,2019,MAAC,MAAC
Brown,BRWN,NA,13,Dartmouth,DART,NA,6,NA,9,2019-04-13,2019,Ivy League,Ivy League
Lehigh,LEH,NA,0,Navy,NAVY,NA,3,NA,10,2019-04-13,2019,Patriot,Patriot
Georgia St.,GAST,NA,5,Troy,TROY,NA,10,NA,9,2019-04-13,2019,Sun Belt,Sun Belt
Indiana St.,INST,NA,11,Valparaiso,VAL,NA,5,NA,9,2019-04-13,2019,MVC,MVC
Kent St.,KENT,NA,12,Central Mich.,CMU,NA,4,NA,9,2019-04-13,2019,MAC,MAC
Wofford,WOF,NA,4,VMI,VMI,NA,5,NA,9,2019-04-13,2019,SoCon,SoCon
Kennesaw St.,KENN,NA,4,FGCU,FGCU,NA,0,NA,9,2019-04-13,2019,ASUN,ASUN
Cincinnati,UC,NA,7,UCF,UCF,NA,6,NA,9,2019-04-13,2019,AAC,AAC
Binghamton,BING,NA,5,Stony Brook,SB,NA,0,NA,7,2019-04-13,2019,America East,America East
Furman,FURM,NA,5,ETSU,ETSU,NA,11,NA,9,2019-04-13,2019,SoCon,SoCon
USC Upstate,USCU,NA,3,Presbyterian,PRES,NA,4,NA,9,2019-04-13,2019,Big South,Big South
Ohio,OHIO,NA,8,Toledo,TOL,NA,12,NA,9,2019-04-13,2019,MAC,MAC
Wright St.,WRST,NA,11,Oakland,OAK,NA,3,NA,9,2019-04-13,2019,Horizon,Horizon
Liberty,LIB,NA,12,Stetson,STE,NA,6,NA,9,2019-04-13,2019,ASUN,ASUN
Texas,UT,NA,10,Kansas St.,KSU,NA,2,NA,9,2019-04-13,2019,Big 12,Big 12
Vanderbilt,VAN,NA,12,Arkansas,ARK,NA,2,NA,9,2019-04-13,2019,SEC,SEC
Missouri,MIZ,NA,4,LSU,LSU,NA,1,NA,9,2019-04-13,2019,SEC,SEC
Louisiana,ULL,NA,8,South Alabama,SAU,NA,4,NA,9,2019-04-13,2019,Sun Belt,Sun Belt
Middle Tenn.,MTU,NA,9,UAB,UAB,NA,2,NA,9,2019-04-13,2019,C-USA,C-USA
McNeese,MCNS,NA,16,New Orleans,UNO,NA,4,NA,7,2019-04-13,2019,Southland,Southland
Tulane,TUL,NA,20,South Fla.,USF,NA,11,NA,9,2019-04-13,2019,AAC,AAC
UTSA,UTSA,NA,13,Old Dominion,ODU,NA,14,NA,10,2019-04-13,2019,C-USA,C-USA
Samford,SAMF,NA,6,The Citadel,CIT,NA,2,NA,9,2019-04-13,2019,SoCon,SoCon
Alabama A&M,AAMU,NA,5,Jackson St.,JKST,NA,12,NA,9,2019-04-13,2019,SWAC,SWAC
Baylor,BAY,NA,7,Oklahoma,OU,NA,3,NA,9,2019-04-13,2019,Big 12,Big 12
Texas A&M,TAMU,NA,0,Auburn,AUB,NA,7,NA,9,2019-04-13,2019,SEC,SEC
Lipscomb,LIP,NA,11,Texas Southern,TSU,NA,1,NA,7,2019-04-13,2019,ASUN,SWAC
Murray St.,MUR,NA,6,Southeast Mo. St.,SEMO,NA,5,NA,9,2019-04-13,2019,OVC,OVC
Saint Louis,SLU,NA,5,St. Bonaventure,SBU,NA,0,NA,9,2019-04-13,2019,Atlantic 10,Atlantic 10
South Dakota St.,SDST,NA,5,North Dakota St.,NDSU,NA,2,"@Omaha, Neb.",9,2019-04-13,2019,Summit League,Summit League
Jacksonville St.,JVST,NA,1,Belmont,BEL,NA,7,NA,9,2019-04-13,2019,OVC,OVC
Eastern Ill.,EIU,NA,3,Eastern Ky.,EKU,NA,7,NA,9,2019-04-13,2019,OVC,OVC
Milwaukee,MIL,NA,22,Youngstown St.,YSU,NA,2,NA,9,2019-04-13,2019,Horizon,Horizon
Northwestern,NW,NA,13,Maryland,UMD,NA,7,NA,9,2019-04-13,2019,Big Ten,Big Ten
Western Ill.,WIU,NA,4,Purdue Fort Wayne,PUFW,NA,2,NA,9,2019-04-13,2019,Summit League,Summit League
Illinois St.,ILST,NA,7,Missouri St.,MOST,NA,5,NA,9,2019-04-13,2019,MVC,MVC
Bradley,BRAD,NA,14,Southern Ill.,SIU,NA,4,NA,7,2019-04-13,2019,MVC,MVC
Alabama St.,ALST,NA,21,Alcorn,ALCN,NA,2,NA,7,2019-04-13,2019,SWAC,SWAC
South Dakota St.,SDST,NA,2,North Dakota St.,NDSU,NA,6,"@Omaha, Neb.",9,2019-04-13,2019,Summit League,Summit League
Alabama St.,ALST,NA,13,Alcorn,ALCN,NA,1,NA,7,2019-04-13,2019,SWAC,SWAC
SIUE,SIUE,NA,6,UT Martin,UTM,NA,0,NA,9,2019-04-13,2019,OVC,OVC
UIC,UIC,NA,6,Northern Ky.,NKU,NA,1,NA,9,2019-04-13,2019,Horizon,Horizon
Illinois St.,ILST,NA,5,Missouri St.,MOST,NA,3,NA,9,2019-04-13,2019,MVC,MVC
Eastern Ill.,EIU,NA,10,Eastern Ky.,EKU,NA,9,NA,9,2019-04-13,2019,OVC,OVC
Northwestern,NW,NA,10,Maryland,UMD,NA,12,NA,9,2019-04-13,2019,Big Ten,Big Ten
Western Ill.,WIU,NA,10,Purdue Fort Wayne,PUFW,NA,0,NA,7,2019-04-13,2019,Summit League,Summit League
Saint Louis,SLU,NA,4,St. Bonaventure,SBU,NA,1,NA,9,2019-04-13,2019,Atlantic 10,Atlantic 10
Bradley,BRAD,NA,7,Southern Ill.,SIU,NA,1,NA,9,2019-04-13,2019,MVC,MVC
Milwaukee,MIL,NA,8,Youngstown St.,YSU,NA,5,NA,9,2019-04-13,2019,Horizon,Horizon
Utah Valley,UVU,NA,6,Chicago St.,CSU,NA,7,NA,9,2019-04-13,2019,WAC,WAC
New Mexico St.,NMST,NA,5,Northern Colo.,UNCO,NA,0,NA,9,2019-04-13,2019,WAC,WAC
BYU,BYU,NA,0,Pepperdine,PEPP,NA,7,NA,9,2019-04-13,2019,WCC,WCC
New Mexico,NMU,NA,0,Nevada,NEV,NA,3,NA,9,2019-04-13,2019,MWC,MWC
California Baptist,CBU,NA,6,CSU Bakersfield,CSUB,NA,0,NA,9,2019-04-13,2019,WAC,WAC
UC Davis,UCD,NA,5,Cal Poly,CP,NA,8,NA,9,2019-04-13,2019,Big West,Big West
Stanford,STAN,NA,3,Washington,UW,NA,2,NA,9,2019-04-13,2019,Pac-12,Pac-12
Portland,POR,NA,3,Gonzaga,GU,NA,19,NA,9,2019-04-13,2019,WCC,WCC
Grand Canyon,GCU,NA,5,UTRGV,UTRG,NA,8,NA,13,2019-04-13,2019,WAC,WAC
UNLV,UNLV,NA,4,San Jose St.,SJSU,NA,3,NA,11,2019-04-13,2019,MWC,MWC
Long Beach St.,LBST,NA,2,CSUN,CSUN,NA,3,NA,9,2019-04-13,2019,Big West,Big West
UC Riverside,UCR,NA,3,Hawaii,HAW,NA,15,NA,9,2019-04-13,2019,Big West,Big West
Washington St.,WSU,NA,8,Oregon,UO,NA,11,NA,9,2019-04-13,2019,Pac-12,Pac-12
Loyola Marymount,LOU,NA,3,San Diego,USD,NA,2,NA,9,2019-04-13,2019,WCC,WCC
Arizona,ARIZ,NA,3,California,CAL,NA,7,NA,9,2019-04-13,2019,Pac-12,Pac-12
UCLA,UCLA,NA,8,East Carolina,ECU,NA,5,NA,9,2019-04-13,2019,Pac-12,AAC
Fresno St.,FRES,NA,13,Air Force,AFA,NA,7,NA,7,2019-04-13,2019,MWC,MWC
UCLA,UCLA,NA,3,East Carolina,ECU,NA,0,NA,9,2019-04-13,2019,Pac-12,AAC
Fresno St.,FRES,NA,3,Air Force,AFA,NA,4,NA,9,2019-04-13,2019,MWC,MWC
La Salle,LS,NA,18,Quinnipiac,QUIN,NA,8,NA,9,2019-04-13,2019,Atlantic 10,MAAC
La Salle,LS,NA,2,Quinnipiac,QUIN,NA,1,NA,7,2019-04-13,2019,Atlantic 10,MAAC
Yale,YALE,NA,2,Columbia,COL,NA,8,NA,13,2019-04-13,2019,Ivy League,Ivy League
Harvard,HARV,NA,8,Cornell,CORN,NA,6,NA,9,2019-04-13,2019,Ivy League,Ivy League
Penn,PENN,NA,1,Princeton,PRIN,NA,0,NA,9,2019-04-13,2019,Ivy League,Ivy League
Penn,PENN,NA,2,Princeton,PRIN,NA,7,NA,9,2019-04-13,2019,Ivy League,Ivy League
Harvard,HARV,NA,7,Cornell,CORN,NA,1,NA,9,2019-04-13,2019,Ivy League,Ivy League
Yale,YALE,NA,2,Columbia,COL,NA,3,NA,10,2019-04-13,2019,Ivy League,Ivy League
Manhattan,MAN,NA,8,Siena,SIE,NA,4,NA,9,2019-04-13,2019,MAAC,MAAC
Monmouth,MON,NA,9,Niagara,NU,NA,3,NA,9,2019-04-13,2019,MAAC,MAAC
Maine,UME,NA,18,UMass Lowell,UML,NA,4,NA,9,2019-04-13,2019,America East,America East
Army West Point,ARMY,NA,4,Lafayette,LC,NA,2,NA,7,2019-04-13,2019,Patriot,Patriot
Monmouth,MON,NA,0,Niagara,NU,NA,5,NA,7,2019-04-13,2019,MAAC,MAAC
Manhattan,MAN,NA,2,Siena,SIE,NA,1,NA,7,2019-04-13,2019,MAAC,MAAC
Army West Point,ARMY,NA,10,Lafayette,LC,NA,2,NA,9,2019-04-13,2019,Patriot,Patriot
Maine,UME,NA,5,UMass Lowell,UML,NA,3,NA,7,2019-04-13,2019,America East,America East
Hofstra,HOF,NA,2,Towson,TOW,NA,5,NA,9,2019-04-13,2019,CAA,CAA
Appalachian St.,APST,NA,10,La.-Monroe,ULM,NA,8,NA,9,2019-04-13,2019,Sun Belt,Sun Belt
Central Conn. St.,CCST,NA,8,Sacred Heart,SHU,NA,4,NA,9,2019-04-13,2019,NEC,NEC
Wagner,WAG,NA,0,LIU Brooklyn,LIU,NA,5,NA,9,2019-04-13,2019,NEC,NEC
Massachusetts,UMASS,NA,10,George Washington,GWU,NA,4,NA,9,2019-04-13,2019,Atlantic 10,Atlantic 10
Fairleigh Dickinson,FDU,NA,11,Mount St. Mary's,MSM,NA,10,NA,9,2019-04-13,2019,NEC,NEC
Rutgers,RUT,NA,6,Michigan St.,MSU,NA,3,NA,9,2019-04-13,2019,Big Ten,Big Ten
St. John's (NY),SJ,NA,9,Xavier,XAV,NA,8,NA,14,2019-04-13,2019,Big East,Big East
Duke,DUKE,NA,2,Virginia Tech,VTU,NA,6,NA,9,2019-04-13,2019,ACC,ACC
Utah,UTAH,NA,5,Southern California,USC,NA,4,NA,9,2019-04-13,2019,Pac-12,Pac-12
VCU,VCU,NA,1,Fordham,FORD,NA,11,NA,9,2019-04-13,2019,Atlantic 10,Atlantic 10
Coppin St.,COPP,NA,14,Delaware St.,DEST,NA,4,NA,7,2019-04-13,2019,MEAC,MEAC
Bryant,BRY,NA,15,Hartford,HART,NA,4,NA,9,2019-04-13,2019,NEC,America East
Austin Peay,PEAY,NA,3,Morehead St.,MRST,NA,4,NA,9,2019-04-13,2019,OVC,OVC
UNCW,UNCW,NA,4,Northeastern,NEU,NA,3,NA,9,2019-04-13,2019,CAA,CAA
Davidson,DAV,NA,7,Rhode Island,URI,NA,2,NA,9,2019-04-13,2019,Atlantic 10,Atlantic 10
SIUE,SIUE,NA,3,UT Martin,UTM,NA,2,NA,9,2019-04-13,2019,OVC,OVC
Jacksonville St.,JVST,NA,9,Belmont,BEL,NA,4,NA,9,2019-04-13,2019,OVC,OVC
UIC,UIC,NA,11,Northern Ky.,NKU,NA,7,NA,9,2019-04-13,2019,Horizon,Horizon
Ga. Southern,GASO,NA,2,Texas St.,TXST,NA,8,NA,9,2019-04-13,2019,Sun Belt,Sun Belt
Houston Baptist,HBU,NA,8,Abilene Christian,ACU,NA,1,NA,9,2019-04-13,2019,Southland,Southland
Lamar University,LAM,NA,7,A&M-Corpus Christi,AMCC,NA,3,NA,9,2019-04-13,2019,Southland,Southland
Tennessee Tech,TNTC,NA,5,Central Ark.,UCA,NA,11,NA,9,2019-04-13,2019,OVC,Southland
Wichita St.,WICH,NA,3,Houston,UH,NA,7,NA,9,2019-04-13,2019,AAC,AAC
Kansas,KU,NA,5,Oklahoma St.,OKST,NA,4,NA,9,2019-04-13,2019,Big 12,Big 12
Ohio,OHIO,NA,5,Toledo,TOL,NA,2,NA,9,2019-04-13,2019,MAC,MAC
San Francisco,SF,NA,4,Saint Mary's (CA),SMC,NA,2,NA,9,2019-04-13,2019,WCC,WCC
Santa Clara,SCU,NA,3,Pacific,PAC,NA,13,NA,9,2019-04-13,2019,WCC,WCC
Elon,ELON,NA,12,Delaware,DEL,NA,1,NA,9,2019-04-13,2019,CAA,CAA
Mississippi St.,MSST,NA,9,Alabama,ALA,NA,1,NA,9,2019-04-13,2019,SEC,SEC
Fla. Atlantic,FAU,NA,1,Louisiana Tech,LTU,NA,2,NA,9,2019-04-13,2019,C-USA,C-USA
Charleston So.,CHSO,NA,3,Gardner-Webb,GW,NA,8,NA,9,2019-04-13,2019,Big South,Big South
Furman,FURM,NA,7,ETSU,ETSU,NA,8,NA,9,2019-04-13,2019,SoCon,SoCon
Seattle U,SEA,NA,2,Sacramento St.,SAC,NA,6,NA,9,2019-04-13,2019,WAC,WAC
UC Santa Barbara,UCSB,NA,10,UC Irvine,UCI,NA,1,NA,9,2019-04-13,2019,Big West,Big West
Jacksonville,JAC,NA,2,North Ala.,NAU,NA,9,NA,9,2019-04-13,2019,ASUN,ASUN
Penn St.,PSU,NA,2,Nebraska,NEB,NA,4,NA,9,2019-04-13,2019,Big Ten,Big Ten
Southeastern La.,SELA,NA,8,Northwestern St.,NWST,NA,1,NA,9,2019-04-13,2019,Southland,Southland
Nicholls St.,NIST,NA,7,NA,NA,NA,3,NA,9,2019-04-13,2019,Southland,NA
Cal St. Fullerton,CSF,NA,7,San Diego St.,SDSU,NA,13,NA,9,2019-04-13,2019,Big West,MWC
Arizona St.,ASU,NA,4,Oregon St.,ORST,NA,6,NA,9,2019-04-13,2019,Pac-12,Pac-12
High Point,HPU,NA,12,Longwood,LU,NA,2,NA,9,2019-04-14,2019,Big South,Big South
Albany (NY),ALBY,NA,7,UMBC,UMBC,NA,2,NA,9,2019-04-14,2019,America East,America East
William & Mary,WM,NA,3,James Madison,JMU,NA,5,NA,9,2019-04-14,2019,CAA,CAA
FIU,FIU,NA,7,Southern Miss.,USM,NA,15,NA,9,2019-04-14,2019,C-USA,C-USA
Iona,IONA,NA,11,Rider,RID,NA,4,NA,9,2019-04-14,2019,MAAC,MAAC
Florida St.,FSU,NA,6,Clemson,CLEM,NA,4,NA,9,2019-04-14,2019,ACC,ACC
UConn,CONN,NA,4,Memphis,MEM,NA,2,NA,9,2019-04-14,2019,AAC,AAC
Binghamton,BING,NA,3,Stony Brook,SB,NA,6,NA,9,2019-04-14,2019,America East,America East
Massachusetts,UMASS,NA,2,George Washington,GWU,NA,4,NA,9,2019-04-14,2019,Atlantic 10,Atlantic 10
North Florida,UNF,NA,8,NJIT,NJIT,NA,3,NA,9,2019-04-14,2019,ASUN,ASUN
Col. of Charleston,COC,NA,4,DBU,DBU,NA,14,NA,9,2019-04-14,2019,CAA,MVC
UNC Greensboro,UNCG,NA,8,George Mason,GMU,NA,0,NA,9,2019-04-14,2019,SoCon,Atlantic 10
Brown,BRWN,NA,5,Dartmouth,DART,NA,7,NA,9,2019-04-14,2019,Ivy League,Ivy League
Lehigh,LEH,NA,16,Navy,NAVY,NA,4,NA,9,2019-04-14,2019,Patriot,Patriot
Campbell,CAMP,NA,7,Radford,RAD,NA,0,NA,9,2019-04-14,2019,Big South,Big South
Ga. Southern,GASO,NA,4,Texas St.,TXST,NA,14,NA,7,2019-04-14,2019,Sun Belt,Sun Belt
Bucknell,BUCK,NA,3,Holy Cross,HC,NA,6,NA,9,2019-04-14,2019,Patriot,Patriot
Boston College,BC,NA,0,Georgia Tech,GT,NA,7,NA,9,2019-04-14,2019,ACC,ACC
Marist,MAR,NA,6,Canisius,CAN,NA,8,NA,9,2019-04-14,2019,MAAC,MAAC
Maine,UME,NA,5,UMass Lowell,UML,NA,1,NA,9,2019-04-14,2019,America East,America East
West Virginia,WVU,NA,0,Texas Tech,TTU,NA,3,NA,9,2019-04-14,2019,Big 12,Big 12
Indiana,IU,NA,6,Evansville,EVAN,NA,5,NA,10,2019-04-14,2019,Big Ten,MVC
N.C. A&T,NCAT,NA,6,N.C. Central,NCCU,NA,4,NA,9,2019-04-14,2019,MEAC,MEAC
Elon,ELON,NA,4,Delaware,DEL,NA,1,NA,7,2019-04-14,2019,CAA,CAA
N.C. A&T,NCAT,NA,4,N.C. Central,NCCU,NA,6,NA,9,2019-04-14,2019,MEAC,MEAC
Davidson,DAV,NA,0,Rhode Island,URI,NA,4,NA,9,2019-04-14,2019,Atlantic 10,Atlantic 10
Samford,SAMF,NA,10,The Citadel,CIT,NA,3,NA,9,2019-04-14,2019,SoCon,SoCon
UTSA,UTSA,NA,6,Old Dominion,ODU,NA,10,NA,9,2019-04-14,2019,C-USA,C-USA
South Dakota St.,SDST,NA,10,North Dakota St.,NDSU,NA,9,"@Omaha, Neb.",10,2019-04-14,2019,Summit League,Summit League
Texas A&M,TAMU,NA,4,Auburn,AUB,NA,1,NA,9,2019-04-14,2019,SEC,SEC
Missouri,MIZ,NA,11,LSU,LSU,NA,5,NA,9,2019-04-14,2019,SEC,SEC
Wichita St.,WICH,NA,4,Houston,UH,NA,7,NA,9,2019-04-14,2019,AAC,AAC
Texas,UT,NA,0,Kansas St.,KSU,NA,2,NA,9,2019-04-14,2019,Big 12,Big 12
Baylor,BAY,NA,3,Oklahoma,OU,NA,2,NA,12,2019-04-14,2019,Big 12,Big 12
Vanderbilt,VAN,NA,12,Arkansas,ARK,NA,14,NA,9,2019-04-14,2019,SEC,SEC
Tulane,TUL,NA,6,South Fla.,USF,NA,4,NA,9,2019-04-14,2019,AAC,AAC
Alabama A&M,AAMU,NA,3,Jackson St.,JKST,NA,16,NA,7,2019-04-14,2019,SWAC,SWAC
Louisiana,ULL,NA,4,South Alabama,SAU,NA,1,NA,9,2019-04-14,2019,Sun Belt,Sun Belt
Arkansas St.,ARST,NA,3,UT Arlington,UTA,NA,5,NA,9,2019-04-14,2019,Sun Belt,Sun Belt
Ole Miss,MISS,NA,1,Kentucky,UK,NA,4,NA,7,2019-04-14,2019,SEC,SEC
Minnesota,MIN,NA,2,Illinois,ILL,NA,4,NA,9,2019-04-14,2019,Big Ten,Big Ten
SFA,SFA,NA,12,Sam Houston St.,SHSU,NA,7,NA,9,2019-04-14,2019,Southland,Southland
Ole Miss,MISS,NA,2,Kentucky,UK,NA,4,NA,7,2019-04-14,2019,SEC,SEC
New Mexico St.,NMST,NA,19,Northern Colo.,UNCO,NA,9,NA,8,2019-04-14,2019,WAC,WAC
New Mexico,NMU,NA,8,Nevada,NEV,NA,14,NA,9,2019-04-14,2019,MWC,MWC
Utah Valley,UVU,NA,3,Chicago St.,CSU,NA,5,NA,13,2019-04-14,2019,WAC,WAC
Fresno St.,FRES,NA,9,Air Force,AFA,NA,5,NA,9,2019-04-14,2019,MWC,MWC
UC Riverside,UCR,NA,4,Hawaii,HAW,NA,3,NA,9,2019-04-14,2019,Big West,Big West
Loyola Marymount,LOU,NA,8,San Diego,USD,NA,11,NA,9,2019-04-14,2019,WCC,WCC
Grand Canyon,GCU,NA,7,UTRGV,UTRG,NA,9,NA,10,2019-04-14,2019,WAC,WAC
UNLV,UNLV,NA,9,San Jose St.,SJSU,NA,4,NA,9,2019-04-14,2019,MWC,MWC
Washington St.,WSU,NA,8,Oregon,UO,NA,7,NA,10,2019-04-14,2019,Pac-12,Pac-12
California Baptist,CBU,NA,8,CSU Bakersfield,CSUB,NA,2,NA,9,2019-04-14,2019,WAC,WAC
Long Beach St.,LBST,NA,7,CSUN,CSUN,NA,4,NA,9,2019-04-14,2019,Big West,Big West
Portland,POR,NA,3,Gonzaga,GU,NA,4,NA,11,2019-04-14,2019,WCC,WCC
Stanford,STAN,NA,6,Washington,UW,NA,1,NA,9,2019-04-14,2019,Pac-12,Pac-12
UC Davis,UCD,NA,5,Cal Poly,CP,NA,6,NA,9,2019-04-14,2019,Big West,Big West
Arizona,ARIZ,NA,4,California,CAL,NA,2,NA,9,2019-04-14,2019,Pac-12,Pac-12
Jacksonville,JAC,NA,10,North Ala.,NAU,NA,5,NA,9,2019-04-14,2019,ASUN,ASUN
Yale,YALE,NA,1,Columbia,COL,NA,4,NA,9,2019-04-14,2019,Ivy League,Ivy League
Army West Point,ARMY,NA,3,Lafayette,LC,NA,6,NA,9,2019-04-14,2019,Patriot,Patriot
Fla. Atlantic,FAU,NA,11,Louisiana Tech,LTU,NA,3,NA,9,2019-04-14,2019,C-USA,C-USA
La Salle,LS,NA,0,Quinnipiac,QUIN,NA,12,NA,9,2019-04-14,2019,Atlantic 10,MAAC
Manhattan,MAN,NA,10,Siena,SIE,NA,7,NA,9,2019-04-14,2019,MAAC,MAAC
St. John's (NY),SJ,NA,1,Xavier,XAV,NA,8,NA,9,2019-04-14,2019,Big East,Big East
Monmouth,MON,NA,8,Niagara,NU,NA,3,NA,9,2019-04-14,2019,MAAC,MAAC
Harvard,HARV,NA,0,Cornell,CORN,NA,2,NA,9,2019-04-14,2019,Ivy League,Ivy League
Rutgers,RUT,NA,8,Michigan St.,MSU,NA,0,NA,9,2019-04-14,2019,Big Ten,Big Ten
Liberty,LIB,NA,15,Stetson,STE,NA,4,NA,9,2019-04-14,2019,ASUN,ASUN
Norfolk St.,NORF,NA,12,UMES,UMES,NA,8,NA,9,2019-04-14,2019,MEAC,MEAC
Fairleigh Dickinson,FDU,NA,14,Mount St. Mary's,MSM,NA,7,NA,9,2019-04-14,2019,NEC,NEC
Duke,DUKE,NA,9,Virginia Tech,VTU,NA,5,NA,9,2019-04-14,2019,ACC,ACC
NC State,NCST,NA,3,Louisville,UL,NA,6,NA,9,2019-04-14,2019,ACC,ACC
Wagner,WAG,NA,6,LIU Brooklyn,LIU,NA,4,NA,9,2019-04-14,2019,NEC,NEC
Central Conn. St.,CCST,NA,5,Sacred Heart,SHU,NA,1,NA,9,2019-04-14,2019,NEC,NEC
Charleston So.,CHSO,NA,10,Gardner-Webb,GW,NA,3,NA,9,2019-04-14,2019,Big South,Big South
VCU,VCU,NA,8,Fordham,FORD,NA,3,NA,9,2019-04-14,2019,Atlantic 10,Atlantic 10
Virginia,UVA,NA,1,Miami (FL),MIAM,NA,3,NA,9,2019-04-14,2019,ACC,ACC
Hofstra,HOF,NA,12,Towson,TOW,NA,6,NA,9,2019-04-14,2019,CAA,CAA
Bryant,BRY,NA,15,Hartford,HART,NA,6,NA,9,2019-04-14,2019,NEC,America East
Coppin St.,COPP,NA,11,Delaware St.,DEST,NA,5,NA,9,2019-04-14,2019,MEAC,MEAC
Davidson,DAV,NA,10,Rhode Island,URI,NA,2,NA,9,2019-04-14,2019,Atlantic 10,Atlantic 10
Elon,ELON,NA,6,Delaware,DEL,NA,0,NA,9,2019-04-14,2019,CAA,CAA
Kansas,KU,NA,7,Oklahoma St.,OKST,NA,6,NA,11,2019-04-14,2019,Big 12,Big 12
UNCW,UNCW,NA,4,Northeastern,NEU,NA,5,NA,12,2019-04-14,2019,CAA,CAA
Lamar University,LAM,NA,10,A&M-Corpus Christi,AMCC,NA,4,NA,9,2019-04-14,2019,Southland,Southland
TCU,TCU,NA,3,Seton Hall,SET,NA,7,NA,9,2019-04-14,2019,Big 12,Big East
Oral Roberts,ORU,NA,10,Omaha,OMA,NA,7,NA,9,2019-04-14,2019,Summit League,Summit League
Alcorn,ALCN,NA,15,Alabama St.,ALST,NA,23,NA,9,2019-04-14,2019,SWAC,SWAC
Grambling,GSU,NA,8,Prairie View,PV,NA,4,NA,9,2019-04-14,2019,SWAC,SWAC
Mississippi St.,MSST,NA,13,Alabama,ALA,NA,3,NA,9,2019-04-14,2019,SEC,SEC
Southeastern La.,SELA,NA,1,Northwestern St.,NWST,NA,3,NA,9,2019-04-14,2019,Southland,Southland
SFA,SFA,NA,3,Sam Houston St.,SHSU,NA,6,NA,9,2019-04-14,2019,Southland,Southland
Arkansas St.,ARST,NA,3,UT Arlington,UTA,NA,9,NA,9,2019-04-14,2019,Sun Belt,Sun Belt
